"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"0500000US01073","Jefferson County, Alabama","258192","4179","54.8","0.8","41.5","0.9","N","N","N","N","N","N","N","N","0.9","0.2","2.6","0.3","53.5","0.8","3.8","0.6","34.3","0.7","39.9","0.9","21.9","0.7","163907","4090","42.4","1.8","57.6","1.8","67.1","1.7","27.5","1.5","5.4","0.9","94285","3957","54.4","2.1","48.8","2.0","5.6","1.3","45.6","2.1","39.0","2.4","6.6","1.4","32.3","(X)","34.2","(X)","28.3","(X)","43959","2085","60014","3461","31660","1114","N","36552","8694","N","N","35307","20914","53412","18289","36260","5142","60494","2976","18268","3508","50428","3615","51680","2497","33189","2289","58415","3680","53604","4878","60486","3171","80309","3270","26063","2459","46381","5999","28077","2884","24162","2108","22795","1890","41814","10618","33089","3618","30841","3157","53911","8499","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US01077","Lauderdale County, Alabama","36791","1390","90.2","1.9","8.7","1.6","N","N","N","N","N","N","N","N","N","N","N","N","89.0","2.0","6.6","1.9","26.9","2.3","39.0","2.5","27.4","1.9","24693","1500","N","N","N","N","N","N","N","N","N","N","12098","1420","57.3","7.0","51.9","6.7","5.5","2.9","42.7","7.0","33.4","6.8","9.2","4.6","35.2","(X)","35.2","(X)","33.1","(X)","41908","4125","44882","6137","21345","7073","23319","-","**","-","**","-","**","N","N","61082","18477","43806","5710","11696","10012","49259","8431","51125","6438","34232","7078","56903","3978","51617","7906","60354","4742","64313","5518","17218","6568","44119","12187","19084","2352","17872","1844","17530","2656","19421","25861","23344","5636","22881","9500","29596","15781","(X)","(X)","(X)","(X)","(X)","(X)","17475"
"0500000US01081","Lee County, Alabama","55520","2186","72.4","1.8","23.2","1.6","N","N","N","N","N","N","N","N","N","N","N","N","71.0","1.9","17.7","2.1","35.2","2.0","32.1","1.9","15.0","1.3","34016","2079","N","N","N","N","N","N","N","N","N","N","21504","2288","47.7","4.5","34.9","5.2","12.8","3.7","52.3","4.5","37.1","4.6","15.2","3.7","27.4","(X)","27.9","(X)","25.8","(X)","45043","4536","53822","4855","28571","3300","N","40375","16314","-","**","40108","34678","N","N","42202","22463","53972","4835","12329","3565","54732","8181","62220","4390","43175","8503","64216","4737","71593","9890","59249","8413","79095","5186","24590","7379","39261","21408","21746","2399","17322","6293","21161","5007","15115","9444","24684","10812","31252","11287","21072","3868","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US01083","Limestone County, Alabama","32106","1072","85.1","2.2","12.3","2.2","N","N","N","N","N","N","N","N","N","N","N","N","83.8","2.1","2.9","1.1","34.2","2.6","39.2","3.2","23.7","2.3","23724","1420","N","N","N","N","N","N","N","N","N","N","8382","1165","57.1","8.1","55.0","8.4","2.1","1.7","42.9","8.1","36.0","7.5","7.0","4.7","36.7","(X)","36.2","(X)","37.8","(X)","47999","5191","49483","4738","37267","10151","-","76031","26889","-","**","N","N","52198","11124","32583","11989","49505","4753","48708","29525","45270","6969","62477","11115","31974","13011","61881","7679","58290","12562","66784","11840","75294","7197","36790","6364","39771","28590","19843","3728","17120","1891","16926","1734","62778","23476","29074","10444","22467","11959","42259","31707","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US01089","Madison County, Alabama","135450","2393","71.4","1.2","23.7","1.1","N","N","N","N","N","N","N","N","N","N","2.7","0.5","69.6","1.2","3.4","0.8","33.8","1.3","41.3","1.4","21.4","0.8","87405","3401","41.0","2.2","59.0","2.2","75.2","2.2","17.7","1.9","7.1","1.7","48045","3237","54.6","3.2","49.3","3.3","5.3","1.5","45.4","3.2","38.8","3.1","6.6","2.3","26.6","(X)","26.5","(X)","25.4","(X)","56839","2561","65766","2649","34085","5274","33238","64238","16357","82521","7977","52831","37970","50782","20728","38706","23453","66614","2844","22688","5834","58704","6269","70518","5184","44665","4275","73191","4330","66648","9228","76375","4165","86415","5736","36889","4220","37466","2587","31736","3353","26227","3568","24149","4520","56087","10877","36507","5999","35076","4276","47992","23277","(X)","(X)","(X)","(X)","(X)","(X)","20863"
"0500000US01095","Marshall County, Alabama","33802","1255","93.7","2.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90.1","2.1","2.6","1.1","31.6","2.9","38.7","2.4","27.1","2.0","23808","1259","44.8","4.3","55.2","4.3","75.5","3.8","16.1","3.5","8.4","3.1","9994","1204","59.0","5.5","55.0","5.4","4.1","2.1","41.0","5.5","33.6","5.9","7.4","3.3","29.5","(X)","28.9","(X)","30.0","(X)","36197","2826","37950","3221","16544","6000","N","N","N","-","**","20636","7469","N","N","20444","2739","39378","3174","27989","8551","34261","4970","45660","8761","27328","3814","45128","5856","34709","5772","54622","7776","59885","5967","21224","1002","28939","5501","20913","2907","18726","2423","17594","2450","46504","19072","30713","13828","21768","13069","49038","19562","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US01097","Mobile County, Alabama","156755","2701","63.6","1.2","32.9","1.2","N","N","N","N","N","N","N","N","N","N","N","N","61.5","1.2","4.4","0.8","31.0","1.3","41.1","1.0","23.6","0.8","103086","3106","42.5","2.2","57.5","2.2","66.0","2.1","28.8","1.8","5.3","1.0","53669","3098","52.4","3.4","48.4","3.3","4.0","1.4","47.6","3.4","40.3","3.4","7.3","1.5","26.2","(X)","28.0","(X)","21.3","(X)","39691","2752","50308","2052","26205","1273","N","N","N","-","**","43426","40260","33332","1281","38499","15828","50549","1672","20713","3589","42335","5853","47994","3125","32874","2713","50681","1703","43823","7691","53539","2800","65021","3862","22819","2562","48198","10560","24081","2777","19282","3033","18030","2798","43884","15508","32635","4629","28675","5148","42067","10888","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US01101","Montgomery County, Alabama","90244","1852","42.8","1.3","53.4","1.3","N","N","N","N","N","N","N","N","N","N","N","N","41.8","1.4","5.8","1.4","37.3","1.3","36.2","1.3","20.6","1.1","57964","2545","45.2","3.1","54.8","3.1","59.9","3.1","32.1","3.1","8.0","1.7","32280","2370","55.0","3.6","47.7","3.5","7.3","2.5","45.0","3.6","36.1","3.9","8.9","3.1","30.5","(X)","32.5","(X)","24.3","(X)","41807","2102","58177","4176","32851","3748","-","78723","7895","2,500-","***","53105","45013","24951","16641","38036","13626","59385","4161","11928","5691","43166","3150","49190","5979","37115","1916","53374","3558","43886","5063","59341","4366","73235","6547","25547","4128","37626","14697","26937","3791","25175","3601","23232","3399","38106","6973","29703","7897","24789","5858","53375","18573","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US01103","Morgan County, Alabama","46221","1530","82.5","1.8","12.6","1.4","N","N","N","N","N","N","N","N","N","N","N","N","79.2","1.7","2.3","1.0","29.8","2.6","44.4","2.3","23.5","1.8","31915","1799","42.8","3.3","57.2","3.3","74.2","3.3","20.3","3.0","5.5","1.8","14306","1520","53.7","5.0","48.3","5.8","5.4","2.8","46.3","5.0","43.3","4.8","3.0","1.7","29.3","(X)","29.8","(X)","26.8","(X)","45051","5539","49142","2885","20411","7207","125353","N","N","-","**","45612","40142","N","N","29361","16215","50277","2297","12415","17542","41384","8024","51380","2671","38813","2995","53412","4794","59264","13657","52299","3822","68634","4450","24742","4859","29199","12436","22344","2812","19477","3750","18522","3295","44696","39008","28383","10659","26508","9700","49028","20934","(X)","(X)","(X)","(X)","(X)","(X)","53565"
"0500000US01115","St. Clair County, Alabama","32143","1239","90.1","2.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90.0","2.1","3.3","1.4","32.7","2.8","38.5","2.8","25.4","2.0","24305","1704","N","N","N","N","N","N","N","N","N","N","7838","1631","67.4","7.8","56.6","7.8","10.7","5.7","32.6","7.8","25.9","7.1","6.7","4.5","27.6","(X)","28.6","(X)","23.8","(X)","51859","3789","52951","3398","41547","13502","2,500-","N","N","-","**","N","N","13340","8209","N","N","52893","3397","20100","9384","61189","7949","51841","6566","37033","7721","57614","7787","53435","7949","62663","11873","67398","10796","32896","21188","63894","31592","22175","5765","23462","9523","21365","5418","52657","22620","21340","5276","20207","8060","32703","39485","(X)","(X)","(X)","(X)","(X)","(X)","***"
"0500000US01117","Shelby County, Alabama","75058","1763","83.5","1.4","11.4","1.2","N","N","N","N","N","N","N","N","N","N","3.4","0.6","82.1","1.3","2.6","0.9","36.4","1.6","41.4","1.7","19.6","1.0","52315","2220","46.8","2.6","53.2","2.6","80.4","2.6","15.2","2.6","4.4","1.5","22743","2037","56.9","4.2","52.1","4.4","4.8","2.0","43.1","4.2","37.4","4.6","5.7","2.3","24.1","(X)","25.0","(X)","21.2","(X)","65728","4018","66535","4064","54167","18051","N","87391","25161","-","**","35612","27638","N","N","37219","18265","67073","4060","25750","12995","70493","4760","77527","7653","46073","6795","77645","4790","79415","6597","76159","7475","87148","2399","31639","6899","50471","30549","38416","3859","33222","4658","31425","2436","59740","11677","47676","10245","48709","9495","42524","25008","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US01121","Talladega County, Alabama","31923","1540","63.4","2.2","34.8","2.3","N","N","N","N","N","N","N","N","N","N","N","N","63.4","2.2","4.2","1.7","30.9","2.7","39.4","2.5","25.5","2.0","22395","1608","N","N","N","N","N","N","N","N","N","N","9528","1278","54.7","6.3","47.8","6.0","6.9","3.8","45.3","6.3","42.4","6.6","2.9","2.4","33.5","(X)","32.7","(X)","34.1","(X)","31547","3270","43318","5084","20254","2466","N","250,000+","***","-","**","-","**","21471","15727","21801","12025","43318","5084","14025","12383","31956","7970","43325","7025","25679","4451","41996","3244","30576","3829","49694","5679","54658","5299","21821","3680","19335","5327","15849","1923","14165","1578","13641","1857","16058","19985","19949","3590","19486","3758","22479","99277","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US01125","Tuscaloosa County, Alabama","67721","2417","69.1","1.7","29.0","1.7","N","N","N","N","N","N","N","N","N","N","N","N","66.6","1.7","8.1","1.6","34.6","1.7","38.0","2.0","19.3","1.5","44733","2285","43.1","2.8","56.9","2.8","71.5","3.3","23.1","2.8","5.4","1.9","22988","2015","54.1","4.2","46.9","4.2","7.2","2.3","45.9","4.2","35.5","4.2","10.4","3.6","32.7","(X)","34.2","(X)","28.6","(X)","41139","2202","46971","3657","31574","2964","50810","82328","75069","-","**","N","N","20800","4730","23092","13200","49856","5773","14128","5941","46270","4198","51691","8098","35695","2492","52744","4069","53731","11814","52265","4119","70312","5982","30550","6167","21780","16672","21624","3172","18807","2555","18221","2551","21276","7064","25743","6336","24008","4736","29785","11523","(X)","(X)","(X)","(X)","(X)","(X)","31881"
"0500000US01127","Walker County, Alabama","26108","1183","92.9","1.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","92.6","1.2","4.8","1.9","28.1","2.5","38.6","2.2","28.5","1.8","18835","1316","N","N","N","N","N","N","N","N","N","N","7273","1060","60.7","7.1","50.9","7.5","9.8","5.1","39.3","7.1","30.8","6.6","8.5","4.6","29.6","(X)","27.4","(X)","33.1","(X)","35330","4559","35965","5079","25330","11039","145219","-","**","-","**","N","N","45326","37719","56506","55753","35879","4982","32909","10670","41366","8344","41294","8316","30643","2947","45623","5769","38668","7271","50396","5460","58066","7297","21512","7825","36764","16035","20170","3648","18286","3780","15957","3035","21873","3839","27942","16006","14732","11386","67161","35002","(X)","(X)","(X)","(X)","(X)","(X)","141924"
"0500000US02020","Anchorage Municipality, Alaska","105569","1780","73.7","1.6","6.7","1.0","5.0","0.8","6.3","0.9","N","N","N","N","5.9","1.2","7.5","0.9","69.6","1.4","5.2","1.0","40.2","1.9","41.2","1.8","13.4","1.1","68717","2536","51.1","3.0","48.9","3.0","71.7","2.7","20.0","2.6","8.3","1.6","36852","2882","50.4","4.4","39.1","3.7","11.3","3.0","49.6","4.4","39.3","4.3","10.4","2.8","19.4","(X)","20.3","(X)","14.5","(X)","72575","4103","81445","4649","41653","18468","61629","52397","13100","56267","28027","35275","23967","49169","17594","48854","8370","83359","4966","38085","4415","70975","6431","89153","5993","50998","10176","86790","3434","74867","6631","97711","8094","102266","4939","41307","10452","62474","18483","47205","3985","43514","6493","36184","2414","71812","23943","50522","5919","42308","4809","98247","30894","(X)","(X)","(X)","(X)","(X)","(X)","44780"
"0500000US02090","Fairbanks North Star Borough, Alaska","35944","1523","83.1","2.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","79.5","2.8","6.2","2.1","43.9","3.2","38.2","3.0","11.7","1.6","22091","2084","N","N","N","N","N","N","N","N","N","N","13853","1906","43.2","6.8","33.8","7.5","9.5","5.0","56.8","6.8","46.4","7.6","10.4","5.2","25.7","(X)","31.1","(X)","17.2","(X)","66539","6646","70755","4088","55081","40172","N","82699","62429","N","N","N","N","39102","24525","68728","12889","71293","4592","48202","13865","61361","7062","74086","5324","47594","15254","81336","9680","75723","10391","88249","8552","89866","6730","35759","10160","37210","30498","40749","4524","40775","6191","34718","5769","50485","9607","40714","22834","38865","10651","78108","59685","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US02170","Matanuska-Susitna Borough, Alaska","31483","764","89.4","1.1","N","N","4.2","0.9","N","N","N","N","N","N","4.1","1.1","N","N","87.6","1.2","4.0","1.0","35.3","1.5","46.7","1.8","14.0","1.1","23006","1058","47.1","2.3","52.9","2.3","80.4","2.6","12.7","2.0","7.0","1.8","8477","838","41.0","5.0","31.2","4.6","9.8","3.4","59.0","5.0","46.5","5.8","12.5","3.6","28.7","(X)","27.2","(X)","27.7","(X)","67486","3143","69641","3706","N","N","49676","43750","20387","-","**","N","N","61771","51333","63977","38342","69409","3762","57412","15834","70897","4455","75196","8016","35466","6709","79765","3307","76875","6108","83370","5302","89447","7148","31491","3377","56667","12565","33413","5844","28963","10565","24254","5486","53102","27233","34770","6904","30162","8836","48924","16138","(X)","(X)","(X)","(X)","(X)","(X)","13293"
"0500000US04001","Apache County, Arizona","19634","869","31.6","3.1","N","N","64.2","3.0","N","N","N","N","N","N","N","N","N","N","27.5","2.9","2.0","1.0","21.9","2.6","48.3","2.9","27.7","2.2","13451","943","38.7","3.6","61.3","3.6","61.9","3.4","29.6","3.4","8.5","1.8","6183","776","45.6","6.5","39.7","6.8","5.9","3.8","54.4","6.5","48.3","6.6","6.1","4.2","36.7","(X)","41.6","(X)","25.3","(X)","33867","2445","45689","6829","-","**","25296","58654","51275","36444","22158","N","N","45396","41838","44868","6729","44884","13355","33182","39807","35163","8645","34137","3480","32555","6874","36226","1975","33440","6878","36772","1742","42533","3716","25339","2880","16080","6024","16932","4232","15687","3837","15019","6486","16449","1779","23185","15031","18895","11846","138846","136537","(X)","(X)","(X)","(X)","(X)","(X)","3256"
"0500000US04003","Cochise County, Arizona","49983","1985","81.3","1.8","N","N","N","N","N","N","N","N","8.1","1.4","N","N","24.5","1.8","66.1","2.1","3.8","1.4","24.7","2.4","36.9","2.1","34.6","1.9","31657","2181","39.6","3.6","60.4","3.6","74.2","3.9","20.4","3.4","5.4","2.0","18326","1970","55.0","4.4","48.0","4.9","7.0","2.8","45.0","4.4","39.6","4.6","5.4","2.7","28.4","(X)","29.2","(X)","25.4","(X)","43252","4483","45041","4246","63710","44508","N","46219","26110","-","**","28012","8660","37316","20019","30399","3136","47603","3887","21845","10269","48878","7678","51843","3510","32193","3653","51182","3735","39819","9857","55220","5999","63493","6961","29120","7698","25189","7575","27681","4008","25826","4714","25008","6064","35437","13240","31758","7152","28836","5855","45929","19429","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US04005","Coconino County, Arizona","46366","1781","72.1","1.9","N","N","20.8","1.3","N","N","N","N","N","N","N","N","11.4","1.4","64.4","2.1","10.5","1.9","32.5","2.3","39.4","1.9","17.7","1.3","29619","1832","44.8","3.8","55.2","3.8","69.6","3.8","20.8","3.2","9.6","2.6","16747","1618","48.5","4.7","31.9","5.5","16.6","4.3","51.5","4.7","34.3","5.2","17.2","4.2","33.2","(X)","32.8","(X)","28.0","(X)","45640","3806","50821","4444","N","N","32474","N","N","N","N","56604","12930","13803","8707","45940","5728","51601","4646","20269","10957","45873","6136","57077","7860","44647","6934","56464","4091","53542","8181","57814","5067","70009","7009","29182","5743","33056","9951","27356","4849","28132","4314","26246","4154","37297","26945","25069","11693","20004","5063","42283","12090","(X)","(X)","(X)","(X)","(X)","(X)","2677"
"0500000US04013","Maricopa County, Arizona","1424393","7925","84.2","0.4","5.3","0.2","1.5","0.1","3.3","0.1","N","N","3.9","0.3","1.6","0.2","21.2","0.3","67.9","0.4","4.5","0.2","37.6","0.4","36.3","0.4","21.6","0.3","925089","10201","46.0","0.8","54.0","0.8","70.6","0.7","20.5","0.7","8.9","0.5","499304","9939","50.6","0.9","41.6","1.0","9.0","0.6","49.4","0.9","37.0","1.1","12.3","0.8","31.3","(X)","31.1","(X)","30.0","(X)","51432","479","53024","973","36867","3737","39970","68471","7939","48323","9109","38370","3411","45922","3117","38162","1536","58638","1224","25510","1494","53430","1413","62186","1299","40615","1007","61551","778","53987","2289","66782","1128","75390","1198","34084","1380","42377","2723","35184","903","31516","808","27972","1303","57909","3373","39662","2273","33322","2210","63970","4443","(X)","(X)","(X)","(X)","(X)","(X)","6956"
"0500000US04015","Mohave County, Arizona","79239","3069","92.5","1.3","N","N","N","N","N","N","N","N","N","N","3.6","0.9","7.9","1.4","87.4","1.6","3.0","0.9","19.1","1.7","38.8","1.7","39.1","1.7","48396","2863","27.9","2.8","72.1","2.8","75.7","2.9","19.7","2.7","4.6","1.5","30843","2514","51.6","4.2","38.0","4.4","13.6","3.5","48.4","4.2","36.2","3.9","12.3","4.2","30.3","(X)","32.5","(X)","25.6","(X)","34445","1964","34609","2098","N","N","33783","N","N","-","**","N","N","24369","13893","26201","2828","35502","2440","24655","10145","42041","8656","33036","3178","34215","2636","42493","3458","34564","6530","44548","3679","50420","4109","23575","4222","31674","7981","23546","1365","22767","3480","18784","2336","38356","13384","24442","2264","23722","1654","30339","7750","(X)","(X)","(X)","(X)","(X)","(X)","4841"
"0500000US04017","Navajo County, Arizona","35488","1479","55.6","1.9","N","N","36.9","1.9","N","N","N","N","N","N","N","N","8.5","1.5","52.0","1.8","3.0","1.2","24.7","2.3","44.1","2.3","28.2","1.5","26057","1616","42.3","3.3","57.7","3.3","63.9","3.8","27.0","3.4","9.1","2.5","9431","1146","51.9","6.8","44.7","6.8","7.1","3.2","48.1","6.8","36.5","5.4","11.7","4.8","36.2","(X)","40.7","(X)","19.8","(X)","34298","2567","43394","4216","15525","3959","23877","-","**","36350","5877","34486","20388","N","N","40051","15674","43648","4238","30111","15379","34456","4099","37904","5838","29598","5791","39828","2887","33409","3629","42460","2704","48921","5600","23671","4879","28237","8107","18566","4942","15607","4063","15719","4203","12330","28547","23554","5847","18509","9526","30601","6918","(X)","(X)","(X)","(X)","(X)","(X)","1955"
"0500000US04019","Pima County, Arizona","386104","4031","82.3","0.9","3.5","0.3","2.3","0.3","2.4","0.2","N","N","7.2","0.6","2.2","0.3","26.6","0.7","64.3","0.8","5.9","0.5","30.5","0.8","37.1","0.9","26.5","0.5","237304","5074","39.9","1.5","60.1","1.5","72.7","1.3","19.3","1.1","8.0","1.0","148800","5000","51.9","1.9","43.0","1.8","8.9","1.1","48.1","1.9","36.7","1.8","11.4","1.4","25.9","(X)","26.3","(X)","24.1","(X)","44762","1367","47157","1485","36593","6048","31038","41800","4582","76187","26993","29833","3398","50123","16570","33643","1960","51546","1224","17198","2253","46408","2444","54228","2295","39726","1540","56046","1780","48529","4217","59943","2024","67416","2324","26973","1941","36514","5061","28020","1293","26189","1245","23057","1892","47630","7486","30541","2165","27083","2275","48933","7181","(X)","(X)","(X)","(X)","(X)","(X)","7241"
"0500000US05007","Benton County, Arkansas","84026","1474","91.2","1.1","N","N","N","N","N","N","N","N","N","N","N","N","10.2","0.9","83.1","1.2","4.0","0.9","38.2","1.5","36.8","1.5","21.0","1.0","61601","1990","45.2","2.4","54.8","2.4","83.3","2.0","13.1","1.9","3.6","1.1","22425","1651","51.3","5.5","44.7","5.7","6.6","2.2","48.7","5.5","38.3","4.8","10.4","3.3","25.2","(X)","25.4","(X)","24.0","(X)","52294","2294","51737","1749","65140","43285","62770","86875","8087","-","**","51250","22343","44871","7635","43358","7664","52421","3069","36547","16903","57343","3735","57470","5563","40776","3585","60850","2712","63368","5482","58920","3205","68225","3922","30669","9043","32750","13705","30892","2503","28691","2494","27524","3380","52386","26977","34755","5441","30936","6165","58604","5337","(X)","(X)","(X)","(X)","(X)","(X)","42907"
"0500000US04021","Pinal County, Arizona","126874","3543","85.5","1.2","4.9","0.7","4.0","0.5","N","N","N","N","3.4","0.7","N","N","20.2","1.2","69.6","1.4","2.1","0.8","34.5","1.5","36.0","1.4","27.4","1.0","94241","3720","41.3","2.5","58.7","2.5","76.6","2.5","15.6","1.7","7.9","1.7","32633","2525","50.2","3.9","42.9","3.8","7.4","2.4","49.8","3.9","37.5","3.7","12.3","3.4","27.9","(X)","29.3","(X)","21.4","(X)","50515","2075","50737","2271","56750","11285","33622","83072","32865","-","**","44765","11067","60635","37145","43267","3581","52642","3098","36250","6864","56929","2696","52067","3462","42408","3790","55969","1532","55805","2920","56119","1977","61665","2710","30861","3816","45151","8534","32762","3522","25820","4410","24719","3482","32057","11955","41915","8074","34878","5314","65102","10951","(X)","(X)","(X)","(X)","(X)","(X)","5432"
"0500000US04025","Yavapai County, Arizona","93697","2905","94.2","1.0","N","N","N","N","N","N","N","N","N","N","N","N","9.0","1.0","87.5","1.2","3.4","0.9","18.9","1.4","39.9","1.3","37.7","1.3","59683","3319","29.2","2.6","70.8","2.6","81.1","3.0","13.9","2.5","5.0","1.7","34014","2776","55.6","4.0","45.8","3.6","9.8","2.9","44.4","4.0","36.5","4.3","7.9","2.8","30.5","(X)","30.0","(X)","29.1","(X)","44035","2700","44374","2717","N","N","27239","N","N","-","**","36645","17826","32077","5368","36482","3423","45678","3064","22933","2183","49587","4573","47205","4120","40241","3300","53192","3134","44994","6375","57055","3474","59481","4159","34132","3198","37188","24401","27287","2919","25100","3145","22132","3598","33065","27213","31854","3383","30666","4669","47561","15464","(X)","(X)","(X)","(X)","(X)","(X)","12589"
"0500000US04027","Yuma County, Arizona","70895","1964","80.7","2.2","N","N","N","N","N","N","N","N","13.9","2.2","N","N","50.6","1.6","45.0","1.5","6.1","1.5","33.5","1.7","32.3","1.8","28.1","1.3","54889","2436","49.4","3.2","50.6","3.2","73.9","3.2","19.0","2.6","7.1","1.8","16006","1636","46.6","5.9","38.6","5.8","8.0","3.3","53.4","5.9","39.8","5.8","13.5","4.9","28.1","(X)","26.3","(X)","32.5","(X)","39485","2382","41550","2364","29427","8741","26056","54306","41607","55372","43813","32045","9293","21304","6670","33735","3648","48289","3766","21255","8543","44424","6643","47276","3836","33163","5662","41190","2559","39440","4134","42908","4249","49086","4028","22719","6309","29641","8097","25086","4711","22218","5595","17472","6410","52531","25617","26585","6173","21483","3617","41344","22844","(X)","(X)","(X)","(X)","(X)","(X)","15208"
"0500000US05031","Craighead County, Arkansas","38421","1124","85.0","1.8","11.2","1.3","N","N","N","N","N","N","N","N","N","N","N","N","82.4","1.8","9.9","2.0","34.8","2.5","37.4","2.9","17.9","1.4","26432","1286","N","N","N","N","N","N","N","N","N","N","11989","1322","60.8","6.2","48.9","7.3","11.9","5.3","39.2","6.2","25.1","5.7","14.1","4.6","24.0","(X)","24.2","(X)","21.4","(X)","44111","4420","46905","5795","23153","10005","N","43647","35287","-","**","2,500-","***","80249","60688","23226","9636","47246","6566","14627","3865","45924","7930","51808","9677","45334","5168","54846","4416","52296","8229","56701","6104","63839","4587","36066","9245","53393","37194","23523","3304","21836","2690","19159","4560","31878","8159","27472","7276","27356","9399","28242","23866","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US05045","Faulkner County, Arkansas","43709","1286","86.2","1.6","10.6","1.5","N","N","N","N","N","N","N","N","N","N","N","N","83.4","1.7","10.9","1.9","37.4","2.2","34.9","2.4","16.7","1.5","29702","1637","N","N","N","N","N","N","N","N","N","N","14007","1312","50.6","6.0","38.7","6.3","11.9","4.0","49.4","6.0","37.3","6.2","12.1","4.8","22.5","(X)","21.8","(X)","23.0","(X)","49752","4082","51551","2917","37274","12299","N","45934","4707","-","**","-","**","49724","11752","31799","8618","52379","3732","17609","5892","51135","6511","65077","6083","37060","9100","61639","4009","56542","10631","70019","8831","71101","6049","26941","4502","46215","6678","22901","3324","20272","3945","18816","3445","23558","4717","26193","7050","23308","6169","43350","27900","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US05051","Garland County, Arkansas","40656","1805","87.6","1.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86.8","1.9","4.6","1.5","25.7","2.1","37.8","2.6","31.9","1.9","27447","2312","N","N","N","N","N","N","N","N","N","N","13209","1608","55.1","6.2","50.5","6.1","4.5","3.0","44.9","6.2","36.4","5.8","8.5","3.9","32.1","(X)","31.6","(X)","31.8","(X)","40893","3351","43501","3555","21024","3352","N","N","N","-","**","29159","24660","52233","48968","28129","9509","43702","3516","29925","9586","39965","7751","46332","4444","39858","6368","48192","6479","36500","7137","57890","6658","60355","4593","24390","4761","16978","32789","22008","2662","19605","2513","18390","2459","81978","15909","24986","2815","24801","5835","25325","9803","(X)","(X)","(X)","(X)","(X)","(X)","N"
